Age,Gender,Income,Occupation,Marital_Status,Household_Size,Weekly_Order_Frequency,Top_Priorities,Multi_Restaurant_Support,Flexible_Delivery_for_Freshness,Try_New_Food_Recommendations,Preferred_Cuisines,Wants_Personalised_Discounts,App_Frustrations,Sustainability_Importance,Importance_OnTime,Importance_DriverRating,Avg_Spend_Per_Order,Willing_To_Try_New_App,Max_Willingness_To_Pay,Likely_To_Recommend,Pay_Extra_For_Features,Order_Device,Delivery_Timing_Preference,Current_Satisfaction
35-44,Male,8–15K,Retired,Single,5,0,"Sustainability, Fast delivery",Yes,Yes,Often,"Vegan, Chinese, Italian, Fast Food",Yes,"Limited restaurant choice, Lack of discounts",Sometimes,2,3,50–75,Yes,75–100,4,No,Mobile App,ASAP,7
18-24,Male,8–15K,Student,Married,7,0,Low price,No,No,Rarely,"Mexican, Vegan, Chinese, Italian",Yes,"Cold food, Non-transparent pricing",Always,4,3,25–50,Yes,50–75,4,Depends,Mobile App,Depends,10
35-44,Male,15–25K,Employed,Other,3,3–5,Sustainability,Yes,No,Sometimes,"Indian, Japanese, Fast Food",Neutral,"Non-transparent pricing, Driver behavior, Lack of discounts, Limited restaurant choice",Sometimes,3,4,25–50,Yes,50–75,2,Depends,Mobile App,Schedule,8
25-34,Male,25K+,Self-Employed,Other,1,3–5,"Fast delivery, Fresh/hot food, Healthy options",Yes,No,Sometimes,"Chinese, Arabic, Italian, Indian",No,"Non-transparent pricing, Driver behavior, Bad customer support",Often,5,3,50–75,Yes,30–50,2,Depends,Mobile App,ASAP,6
55+,Female,25K+,Homemaker,Divorced,3,3–5,"Fresh/hot food, Low price, Fast delivery",Yes,Depends,Often,"Vegan, Japanese",No,"Driver behavior, Cold food",Rarely,3,3,25–50,Maybe,75–100,3,Yes,Mobile App,ASAP,2
18-24,Female,8–15K,Student,Other,6,1–2,Fresh/hot food,Yes,Depends,Never,"Chinese, Japanese, Mexican, Italian",Yes,"Lack of discounts, Driver behavior",Often,3,3,25–50,Yes,100–150,1,Yes,Mobile App,ASAP,7
25-34,Male,8–15K,Employed,Married,7,3–5,"Fresh/hot food, Variety of restaurants, Healthy options",Yes,Yes,Always,"Fast Food, Chinese, Japanese",No,Late delivery,Sometimes,1,4,25–50,Yes,30–50,2,Yes,Mobile App,ASAP,8
18-24,Male,15–25K,Retired,Single,4,6+,"Variety of restaurants, Fresh/hot food, Fast delivery",Yes,Yes,Sometimes,"Indian, Arabic, Vegan",Yes,"Late delivery, Bad customer support, Driver behavior, Non-transparent pricing",Sometimes,4,3,50–75,Yes,30–50,2,Yes,Mobile App,Schedule,9
55+,Male,4–8K,Student,Divorced,7,1–2,"Healthy options, Customization",Yes,No,Sometimes,"Indian, Mexican",No,"Lack of discounts, Late delivery",Often,3,3,75–100,Yes,30–50,2,No,Mobile App,ASAP,9
25-34,Female,8–15K,Student,Other,1,1–2,Sustainability,No,Depends,Sometimes,"Mexican, Vegan, Japanese",Yes,"Limited restaurant choice, Late delivery",Rarely,3,2,75–100,No,50–75,4,Yes,Mobile App,Depends,5
35-44,Female,8–15K,Homemaker,Other,3,6+,"Healthy options, Low price, Customization",Yes,Yes,Rarely,"Japanese, Fast Food",Yes,"Late delivery, Driver behavior",Often,3,2,25–50,Yes,30–50,2,No,Mobile App,Depends,6
18-24,Male,8–15K,Employed,Other,3,1–2,Variety of restaurants,No,Depends,Often,"Indian, Vegan, Chinese, Japanese",Yes,Poor packaging,Sometimes,4,5,25–50,Yes,75–100,5,Yes,Website,Schedule,6
35-44,Female,4–8K,Self-Employed,Married,2,6+,"Sustainability, Low price",Yes,Yes,Always,"Mexican, Italian",Yes,"Limited restaurant choice, Cold food",Always,4,2,75–100,Maybe,50–75,4,No,Mobile App,ASAP,8
25-34,Female,4–8K,Retired,Divorced,5,6+,Low price,Yes,Yes,Sometimes,"Mexican, Italian",No,"Lack of discounts, Driver behavior, Bad customer support",Often,4,5,50–75,Yes,50–75,4,Yes,Mobile App,Depends,6
45-54,Female,25K+,Employed,Married,1,3–5,"Variety of restaurants, Fast delivery",Yes,Depends,Always,"Fast Food, Mexican, Chinese",Neutral,Non-transparent pricing,Sometimes,5,3,25–50,Yes,75–100,2,Yes,Mobile App,ASAP,8
25-34,Female,4–8K,Retired,Divorced,2,3–5,"Sustainability, Variety of restaurants",Yes,Yes,Often,"Fast Food, Vegan",Yes,"Non-transparent pricing, Limited restaurant choice, Driver behavior",Often,3,4,50–75,Yes,50–75,3,No,Phone Call,ASAP,6
25-34,Male,8–15K,Student,Single,7,3–5,"Customization, Variety of restaurants",Yes,Yes,Sometimes,"Japanese, Mexican, Indian, Italian",No,Late delivery,Often,3,3,50–75,Yes,50–75,2,No,Mobile App,Schedule,5
18-24,Female,4–8K,Homemaker,Married,4,3–5,"Fresh/hot food, Low price, Healthy options",No,Yes,Often,"Japanese, Vegan",Yes,Bad customer support,Often,4,1,100+,Yes,75–100,3,Depends,Mobile App,ASAP,9
25-34,Male,0–4K,Homemaker,Married,5,1–2,"Customization, Variety of restaurants, Fast delivery",Yes,Yes,Sometimes,"Mexican, Fast Food, Japanese, Indian",No,"Lack of discounts, Bad customer support",Sometimes,4,3,50–75,Yes,75–100,1,Depends,Phone Call,ASAP,7
35-44,Female,0–4K,Unemployed,Single,1,0,"Variety of restaurants, Discounts, Sustainability",Yes,Yes,Sometimes,"Fast Food, Mexican, Japanese",No,"Lack of discounts, Cold food, Poor packaging",Often,4,4,25–50,Yes,30–50,4,Depends,Website,ASAP,8
18-24,Female,4–8K,Self-Employed,Divorced,3,1–2,"Sustainability, Customization, Fresh/hot food",No,Yes,Rarely,"Fast Food, Arabic",No,"Non-transparent pricing, Driver behavior, Late delivery, Limited restaurant choice",Always,2,2,50–75,Maybe,30–50,2,No,Website,ASAP,6
35-44,Female,15–25K,Homemaker,Other,7,3–5,Customization,Yes,Yes,Often,"Fast Food, Chinese, Indian, Mexican",Yes,Limited restaurant choice,Sometimes,2,5,75–100,Yes,30–50,3,Yes,Mobile App,ASAP,8
25-34,Female,4–8K,Student,Single,1,1–2,"Sustainability, Customization, Variety of restaurants",No,Depends,Rarely,"Chinese, Japanese, Indian",Yes,"Non-transparent pricing, Late delivery, Poor packaging, Lack of discounts",Often,3,4,50–75,No,50–75,4,Yes,Website,Depends,4
25-34,Male,25K+,Self-Employed,Other,3,0,"Sustainability, Healthy options, Variety of restaurants",No,Depends,Often,"Fast Food, Arabic, Chinese, Italian",No,"Non-transparent pricing, Late delivery, Poor packaging",Often,1,4,50–75,No,30–50,2,Depends,Mobile App,ASAP,5
25-34,Female,8–15K,Employed,Other,5,1–2,Fast delivery,Yes,Yes,Often,"Vegan, Arabic",Yes,"Poor packaging, Non-transparent pricing, Driver behavior",Always,4,5,100+,Yes,50–75,2,Yes,Website,ASAP,9
25-34,Prefer not to say,8–15K,Homemaker,Single,3,3–5,Fast delivery,Yes,No,Sometimes,"Arabic, Vegan, Fast Food, Indian",No,Poor packaging,Often,3,1,50–75,Yes,75–100,3,Yes,Phone Call,Depends,7
35-44,Female,8–15K,Self-Employed,Divorced,4,6+,"Fast delivery, Customization",Yes,Yes,Sometimes,"Fast Food, Mexican, Chinese",Neutral,Cold food,Often,2,4,25–50,Yes,30–50,4,Yes,Phone Call,Depends,6
25-34,Male,8–15K,Student,Other,7,6+,"Variety of restaurants, Customization",No,Yes,Sometimes,"Vegan, Mexican, Arabic, Italian",Yes,Late delivery,Rarely,3,5,50–75,Yes,50–75,3,Yes,Mobile App,Depends,5
25-34,Male,15–25K,Unemployed,Single,6,1–2,"Low price, Healthy options, Variety of restaurants",Yes,Yes,Sometimes,"Fast Food, Arabic, Italian",No,Non-transparent pricing,Often,3,4,50–75,Maybe,50–75,4,Depends,Phone Call,ASAP,8
45-54,Male,4–8K,Retired,Married,3,3–5,"Sustainability, Customization, Variety of restaurants",Yes,Depends,Sometimes,"Italian, Vegan, Chinese, Indian",No,"Bad customer support, Cold food, Non-transparent pricing",Always,2,3,10–25,Yes,50–75,4,Yes,Mobile App,ASAP,10
45-54,Female,8–15K,Retired,Married,4,3–5,Healthy options,No,Depends,Sometimes,"Arabic, Mexican",Yes,Non-transparent pricing,Always,3,2,25–50,Maybe,50–75,3,No,Mobile App,ASAP,8
25-34,Female,15–25K,Student,Married,6,1–2,"Variety of restaurants, Healthy options, Sustainability",Yes,Yes,Sometimes,"Mexican, Arabic, Chinese, Japanese",Yes,Cold food,Always,3,2,50–75,Maybe,75–100,3,Yes,Mobile App,Schedule,6
25-34,Male,25K+,Student,Single,7,3–5,"Variety of restaurants, Customization, Discounts",No,Yes,Rarely,"Vegan, Japanese, Arabic, Indian",No,"Lack of discounts, Poor packaging, Cold food",Sometimes,3,2,25–50,Yes,30–50,3,No,Mobile App,ASAP,10
35-44,Female,15–25K,Retired,Married,5,1–2,"Customization, Fresh/hot food, Variety of restaurants",Yes,Yes,Never,"Fast Food, Chinese, Japanese",Yes,Non-transparent pricing,Always,3,3,50–75,Yes,30–50,4,Depends,Mobile App,ASAP,7
25-34,Female,8–15K,Unemployed,Other,5,6+,"Customization, Low price",Yes,Yes,Rarely,"Japanese, Chinese",Yes,"Non-transparent pricing, Late delivery, Poor packaging, Bad customer support",Often,5,2,25–50,Yes,50–75,3,Yes,Mobile App,Schedule,6
18-24,Female,15–25K,Self-Employed,Married,7,1–2,"Low price, Fresh/hot food",No,Yes,Often,"Japanese, Chinese",No,"Limited restaurant choice, Cold food, Poor packaging",Often,4,3,100+,Maybe,50–75,4,Depends,Mobile App,Depends,9
25-34,Female,8–15K,Retired,Married,7,1–2,"Healthy options, Customization",Yes,Yes,Always,"Fast Food, Vegan",Yes,"Cold food, Poor packaging, Non-transparent pricing, Late delivery",Rarely,3,4,25–50,Maybe,30–50,3,Yes,Mobile App,ASAP,6
35-44,Female,8–15K,Student,Other,1,3–5,Healthy options,Yes,No,Sometimes,"Arabic, Mexican, Italian",No,Non-transparent pricing,Often,2,1,10–25,Yes,30–50,2,No,Phone Call,ASAP,4
35-44,Female,4–8K,Homemaker,Married,4,1–2,"Healthy options, Fresh/hot food, Sustainability",Yes,Yes,Sometimes,"Vegan, Japanese, Italian",Yes,Cold food,Often,3,2,25–50,Yes,50–75,3,Depends,Website,ASAP,6
18-24,Male,8–15K,Employed,Other,4,1–2,"Fast delivery, Discounts",Yes,Depends,Rarely,"Indian, Japanese, Chinese",Yes,Cold food,Sometimes,5,3,50–75,Yes,50–75,2,Depends,Mobile App,Schedule,8
25-34,Female,4–8K,Unemployed,Married,7,3–5,"Sustainability, Fast delivery",Yes,No,Sometimes,"Indian, Fast Food",Neutral,"Driver behavior, Late delivery, Poor packaging, Lack of discounts",Often,1,3,25–50,Maybe,150+,1,Yes,Other,Depends,5
25-34,Female,8–15K,Unemployed,Other,2,0,Discounts,No,Yes,Rarely,"Chinese, Indian",Yes,"Limited restaurant choice, Driver behavior, Lack of discounts",Sometimes,3,3,25–50,Maybe,50–75,4,Yes,Mobile App,ASAP,3
35-44,Female,15–25K,Homemaker,Married,2,3–5,"Fast delivery, Sustainability",Yes,No,Often,"Mexican, Chinese, Japanese, Italian",No,"Non-transparent pricing, Driver behavior, Lack of discounts",Sometimes,3,4,50–75,Yes,30–50,4,Yes,Website,ASAP,10
18-24,Female,4–8K,Homemaker,Other,6,1–2,"Customization, Low price",Yes,Depends,Always,"Japanese, Vegan",No,"Driver behavior, Lack of discounts, Cold food, Limited restaurant choice",Often,5,3,25–50,Yes,50–75,3,Yes,Mobile App,ASAP,10
18-24,Female,4–8K,Student,Single,6,3–5,Sustainability,Yes,Yes,Rarely,"Vegan, Italian, Japanese",No,"Cold food, Driver behavior, Bad customer support, Non-transparent pricing",Sometimes,4,3,50–75,Yes,30–50,3,Yes,Other,ASAP,6
35-44,Male,4–8K,Retired,Other,2,3–5,"Discounts, Fast delivery",Yes,Yes,Often,"Indian, Arabic, Chinese, Vegan",Yes,"Bad customer support, Limited restaurant choice",Never,2,3,50–75,Yes,50–75,2,Yes,Website,ASAP,5
25-34,Male,25K+,Self-Employed,Married,7,1–2,"Healthy options, Low price, Sustainability",No,Depends,Never,"Mexican, Italian, Japanese, Fast Food",Yes,Lack of discounts,Sometimes,5,5,50–75,Maybe,50–75,3,No,Mobile App,Schedule,4
35-44,Male,8–15K,Unemployed,Married,7,3–5,"Sustainability, Fresh/hot food",No,Yes,Sometimes,"Vegan, Japanese, Arabic, Fast Food",No,"Late delivery, Cold food, Poor packaging",Rarely,1,2,25–50,Yes,50–75,5,Depends,Mobile App,Schedule,5
25-34,Male,8–15K,Unemployed,Divorced,6,3–5,Low price,Yes,Yes,Rarely,"Arabic, Italian, Chinese, Fast Food",Yes,"Late delivery, Bad customer support",Always,4,5,50–75,No,75–100,4,Yes,Mobile App,ASAP,3
18-24,Female,15–25K,Homemaker,Other,3,3–5,"Fresh/hot food, Fast delivery, Low price",Yes,Yes,Sometimes,"Fast Food, Chinese, Arabic",Yes,"Bad customer support, Limited restaurant choice",Often,4,1,25–50,Yes,30–50,3,Depends,Mobile App,ASAP,4
25-34,Prefer not to say,15–25K,Retired,Single,7,3–5,"Variety of restaurants, Low price",Yes,Depends,Rarely,"Italian, Indian, Japanese",Yes,Bad customer support,Rarely,5,4,75–100,Yes,100–150,3,Depends,Mobile App,ASAP,7
35-44,Male,8–15K,Unemployed,Other,2,3–5,Customization,Yes,No,Sometimes,"Chinese, Indian, Japanese",Yes,Non-transparent pricing,Often,4,5,75–100,Yes,75–100,3,Depends,Mobile App,Schedule,3
45-54,Male,8–15K,Self-Employed,Other,4,1–2,Customization,Yes,Depends,Sometimes,"Japanese, Chinese",No,"Cold food, Limited restaurant choice",Never,3,2,25–50,No,50–75,1,Depends,Mobile App,Schedule,4
45-54,Female,15–25K,Homemaker,Single,7,1–2,"Customization, Low price, Discounts",Yes,Yes,Sometimes,"Japanese, Indian, Mexican",No,Late delivery,Always,2,4,10–25,No,30–50,2,Depends,Mobile App,ASAP,7
25-34,Male,8–15K,Self-Employed,Other,7,6+,Sustainability,No,Yes,Often,"Vegan, Italian, Chinese, Indian",Neutral,"Cold food, Late delivery",Rarely,5,2,25–50,Yes,30–50,4,Depends,Website,ASAP,5
35-44,Female,4–8K,Retired,Single,3,1–2,"Discounts, Healthy options",Yes,Yes,Always,"Italian, Mexican",Yes,"Poor packaging, Driver behavior",Often,5,5,25–50,Yes,50–75,2,No,Website,Schedule,7
25-34,Female,15–25K,Unemployed,Single,6,1–2,Low price,No,No,Sometimes,"Arabic, Italian, Vegan, Indian",No,"Late delivery, Non-transparent pricing",Always,3,1,50–75,Yes,50–75,3,No,Mobile App,ASAP,6
25-34,Female,8–15K,Employed,Other,7,1–2,"Fresh/hot food, Customization, Variety of restaurants",Yes,Yes,Rarely,"Arabic, Italian, Chinese",Yes,"Bad customer support, Limited restaurant choice, Late delivery, Poor packaging",Rarely,3,2,50–75,Yes,30–50,2,Depends,Mobile App,Schedule,6
45-54,Male,4–8K,Unemployed,Other,5,1–2,"Fresh/hot food, Healthy options",Yes,Yes,Sometimes,"Fast Food, Indian, Italian",Yes,"Late delivery, Poor packaging, Non-transparent pricing",Often,5,4,25–50,No,100–150,4,Yes,Mobile App,ASAP,8
18-24,Male,8–15K,Retired,Married,1,1–2,"Fast delivery, Low price",No,Yes,Often,"Chinese, Vegan, Arabic",Yes,"Cold food, Late delivery, Limited restaurant choice, Bad customer support",Always,4,4,50–75,Yes,30–50,1,Yes,Mobile App,ASAP,6
18-24,Female,0–4K,Unemployed,Married,2,6+,Healthy options,Yes,Yes,Sometimes,"Chinese, Mexican, Vegan",Neutral,"Limited restaurant choice, Late delivery",Always,3,4,75–100,Yes,30–50,4,Depends,Mobile App,Depends,8
25-34,Female,4–8K,Unemployed,Divorced,5,1–2,Fresh/hot food,No,Depends,Sometimes,"Indian, Arabic, Fast Food, Japanese",No,"Non-transparent pricing, Lack of discounts",Sometimes,2,4,50–75,Maybe,30–50,4,No,Website,Schedule,6
18-24,Male,15–25K,Student,Divorced,6,1–2,"Sustainability, Healthy options",Yes,No,Rarely,"Fast Food, Indian",Neutral,Driver behavior,Never,2,3,25–50,Yes,30–50,3,Depends,WhatsApp,ASAP,5
25-34,Female,0–4K,Unemployed,Other,4,6+,"Fresh/hot food, Sustainability",Yes,Depends,Sometimes,"Chinese, Fast Food",No,"Limited restaurant choice, Late delivery, Lack of discounts",Always,4,2,50–75,Yes,75–100,2,Yes,Mobile App,Depends,4
35-44,Male,8–15K,Unemployed,Single,1,6+,"Customization, Fresh/hot food",No,Yes,Sometimes,"Italian, Chinese, Vegan",No,"Poor packaging, Lack of discounts, Limited restaurant choice, Late delivery",Often,3,5,50–75,Yes,50–75,4,No,Mobile App,ASAP,3
25-34,Female,8–15K,Self-Employed,Divorced,5,1–2,Variety of restaurants,Yes,Depends,Always,"Chinese, Indian, Fast Food",Yes,Driver behavior,Always,3,4,75–100,Maybe,30–50,5,Yes,Website,ASAP,4
45-54,Male,4–8K,Employed,Other,1,1–2,Low price,No,Depends,Often,"Japanese, Chinese, Vegan, Italian",No,"Cold food, Driver behavior",Sometimes,4,3,25–50,Yes,75–100,5,Depends,WhatsApp,ASAP,3
45-54,Female,25K+,Self-Employed,Divorced,2,3–5,Variety of restaurants,No,Yes,Rarely,"Japanese, Mexican, Indian",Yes,"Lack of discounts, Driver behavior, Poor packaging",Always,3,1,25–50,Yes,75–100,3,Yes,WhatsApp,Schedule,5
25-34,Male,4–8K,Self-Employed,Single,6,3–5,Healthy options,Yes,Depends,Sometimes,"Vegan, Fast Food, Japanese",Yes,"Limited restaurant choice, Non-transparent pricing, Bad customer support",Often,4,5,50–75,No,75–100,2,Depends,Mobile App,ASAP,8
25-34,Male,8–15K,Homemaker,Other,7,3–5,"Customization, Sustainability, Healthy options",Yes,Yes,Sometimes,"Italian, Fast Food, Arabic",Yes,Non-transparent pricing,Always,3,5,50–75,Yes,75–100,3,Yes,Mobile App,Depends,7
25-34,Male,8–15K,Student,Single,4,3–5,Sustainability,Yes,Depends,Sometimes,"Italian, Arabic",Yes,"Late delivery, Poor packaging",Sometimes,3,3,50–75,Maybe,50–75,1,Yes,Mobile App,ASAP,6
35-44,Male,4–8K,Self-Employed,Other,6,3–5,"Sustainability, Healthy options, Fast delivery",Yes,Depends,Often,"Indian, Fast Food",Yes,"Late delivery, Non-transparent pricing, Driver behavior, Bad customer support",Rarely,2,3,10–25,Maybe,50–75,2,Yes,Mobile App,ASAP,5
25-34,Female,0–4K,Retired,Divorced,1,1–2,"Discounts, Fast delivery, Low price",No,No,Sometimes,"Vegan, Italian, Japanese",Yes,"Cold food, Bad customer support",Sometimes,4,3,50–75,No,50–75,4,Yes,Website,ASAP,7
35-44,Prefer not to say,15–25K,Retired,Married,5,3–5,"Variety of restaurants, Discounts",Yes,Yes,Sometimes,"Japanese, Mexican, Arabic",Yes,"Cold food, Driver behavior, Poor packaging, Late delivery",Always,3,3,25–50,No,30–50,3,No,Mobile App,ASAP,7
25-34,Male,25K+,Unemployed,Divorced,2,1–2,"Variety of restaurants, Healthy options",Yes,Yes,Sometimes,"Arabic, Italian, Chinese, Mexican",Neutral,"Driver behavior, Cold food, Non-transparent pricing",Sometimes,4,4,25–50,Yes,50–75,2,Yes,Phone Call,ASAP,4
35-44,Male,4–8K,Homemaker,Divorced,2,3–5,"Sustainability, Healthy options, Variety of restaurants",Yes,Yes,Often,"Japanese, Mexican, Indian, Fast Food",No,Driver behavior,Sometimes,2,2,50–75,Yes,75–100,3,No,Mobile App,Schedule,8
25-34,Female,8–15K,Student,Married,6,3–5,"Low price, Healthy options",Yes,Yes,Often,"Arabic, Italian, Chinese",Yes,"Late delivery, Bad customer support, Cold food, Poor packaging",Always,4,3,25–50,No,50–75,3,Yes,Other,ASAP,6
25-34,Female,15–25K,Student,Married,7,0,"Fast delivery, Discounts",No,No,Sometimes,"Mexican, Arabic, Chinese, Japanese",Yes,"Late delivery, Non-transparent pricing",Always,4,3,25–50,Yes,100–150,4,Depends,Mobile App,ASAP,7
45-54,Female,15–25K,Unemployed,Other,5,1–2,Fast delivery,Yes,No,Sometimes,"Chinese, Italian",Yes,Non-transparent pricing,Always,4,4,50–75,Yes,50–75,1,Yes,Mobile App,Depends,7
35-44,Male,8–15K,Retired,Other,7,1–2,Discounts,No,Depends,Sometimes,"Indian, Italian, Arabic",Yes,"Lack of discounts, Poor packaging, Limited restaurant choice",Sometimes,4,4,50–75,Maybe,50–75,4,Yes,Mobile App,ASAP,4
18-24,Male,8–15K,Employed,Single,7,1–2,"Discounts, Fast delivery, Fresh/hot food",Yes,Yes,Always,"Italian, Indian",Yes,"Poor packaging, Limited restaurant choice, Late delivery, Bad customer support",Sometimes,4,4,10–25,Yes,50–75,3,No,Mobile App,ASAP,9
45-54,Female,8–15K,Homemaker,Single,5,3–5,"Fresh/hot food, Discounts",Yes,Depends,Sometimes,"Arabic, Chinese, Italian",Neutral,"Bad customer support, Lack of discounts",Sometimes,1,5,50–75,Yes,50–75,4,Depends,Website,Schedule,7
25-34,Male,15–25K,Unemployed,Divorced,1,1–2,Discounts,Yes,Depends,Sometimes,"Mexican, Vegan, Italian, Arabic",Yes,"Driver behavior, Limited restaurant choice",Often,5,2,25–50,No,50–75,1,Depends,Mobile App,Schedule,6
45-54,Female,15–25K,Homemaker,Married,6,3–5,"Fresh/hot food, Sustainability",Yes,No,Sometimes,"Indian, Vegan, Italian, Mexican",Yes,Lack of discounts,Often,2,5,25–50,Maybe,30–50,4,Depends,Website,ASAP,8
35-44,Male,4–8K,Retired,Single,6,0,Healthy options,No,Yes,Often,"Fast Food, Italian, Chinese, Arabic",Yes,"Limited restaurant choice, Driver behavior",Never,4,2,25–50,Maybe,30–50,4,Yes,Mobile App,ASAP,4
25-34,Female,8–15K,Retired,Divorced,3,3–5,Healthy options,Yes,Yes,Sometimes,"Italian, Fast Food",Yes,Non-transparent pricing,Often,3,3,25–50,No,100–150,5,Depends,Mobile App,ASAP,3
18-24,Male,25K+,Employed,Married,6,3–5,Low price,No,Yes,Rarely,"Arabic, Japanese, Fast Food, Chinese",Yes,Driver behavior,Rarely,2,4,100+,Maybe,30–50,2,Depends,Website,ASAP,8
25-34,Female,15–25K,Employed,Other,2,3–5,"Healthy options, Low price",Yes,No,Sometimes,"Italian, Fast Food, Japanese, Chinese",Yes,"Lack of discounts, Non-transparent pricing, Limited restaurant choice, Driver behavior",Sometimes,3,5,25–50,No,50–75,2,Depends,WhatsApp,Depends,9
25-34,Male,25K+,Student,Divorced,1,1–2,Discounts,Yes,No,Often,"Japanese, Chinese, Italian",Neutral,Late delivery,Always,2,3,50–75,Yes,50–75,1,Yes,Mobile App,Schedule,7
35-44,Female,15–25K,Homemaker,Other,5,6+,"Sustainability, Healthy options, Fast delivery",Yes,Depends,Often,"Arabic, Indian, Fast Food",Yes,"Driver behavior, Cold food, Lack of discounts, Bad customer support",Often,5,4,75–100,No,50–75,2,Depends,WhatsApp,ASAP,8
